VM Name,Cores,Memory,RequiresSSD
VM-10860,2,8,N
VM-10861,2,8,N
VM-10862,2,8,N
VM-10863,4,16,N
VM-10864,2,8,N
VM-10865,4,16,N
VM-10866,2,8,N
VM-10867,2,8,N
VM-10868,4,16,N
VM-10869,2,8,N
VM-10870,2,8,N
VM-10871,2,8,N
VM-10872,4,16,N
VM-10873,2,8,N
VM-10874,2,8,N
VM-10875,2,8,N
VM-10876,2,8,N
VM-10877,2,8,N
VM-10878,2,8,N
VM-10879,2,8,N
VM-10880,2,8,N
VM-10881,2,8,N
VM-10882,2,8,N
VM-10883,2,8,N
VM-10884,2,8,N
VM-10885,2,8,N
VM-10886,2,8,N
VM-10887,2,8,N
VM-10888,2,8,N
VM-10889,2,8,N
VM-10890,4,16,N
VM-10891,2,8,N
VM-10892,2,8,N
VM-10893,2,8,N
VM-10894,2,8,N
VM-10895,2,8,N
VM-10896,2,8,N
VM-10897,2,8,N
VM-10898,2,8,N
VM-10899,2,8,N
VM-10900,2,8,N
VM-10901,2,8,N
VM-10902,2,8,N
VM-10903,2,8,N
VM-10904,2,8,N
VM-10905,4,16,N
VM-10906,2,8,N
VM-10907,2,8,N
VM-10908,2,8,N
VM-10909,2,8,N
VM-10910,2,8,N
VM-10911,2,8,N
VM-10912,2,8,N
VM-10913,2,8,N
VM-10914,2,8,N
VM-10915,2,8,N
VM-10916,2,8,N
VM-10917,4,12,N
VM-10918,2,8,N
VM-10919,4,8,N
VM-10920,2,8,N
VM-10921,2,8,N
VM-10922,2,8,N
VM-10923,2,8,N
VM-10924,2,8,N
VM-10925,2,8,N
VM-10926,2,8,N
VM-10927,4,16,N
VM-10928,2,8,N
VM-10929,2,8,N
VM-10930,2,8,N
VM-10931,2,12,N
VM-10932,2,8,N
VM-10933,2,8,N
VM-10934,2,8,N
VM-10935,2,8,N
VM-10936,2,8,N
VM-10937,2,8,N
VM-10938,2,8,N
VM-10939,2,8,N
VM-10940,2,8,N
VM-10941,4,16,N
VM-10942,2,8,N
VM-10943,2,8,N
VM-10944,2,8,N
VM-10945,2,8,N
VM-10946,2,8,N
VM-10947,4,16,N
VM-10948,2,8,N
VM-10949,4,16,N
VM-10950,4,16,N
VM-10951,2,8,N
VM-10952,2,8,N
VM-10953,2,8,N
VM-10954,4,16,N
VM-10955,2,16,N
VM-10956,2,8,N
VM-10957,2,8,N
VM-10958,2,8,N
VM-10959,8,128,N
VM-10960,2,32,N
VM-10961,2,4,N
VM-10962,2,8,N
VM-10963,6,24,N
VM-10964,4,16,N
VM-10965,2,8,N
VM-10966,2,32,N
VM-10967,4,16,N
VM-10968,2,8,N
VM-10969,8,128,N
VM-10970,12,16,N
VM-10971,2,4,N
VM-10972,2,8,N
VM-10973,2,4,N
VM-10974,4,16,N
VM-10975,2,12,N
VM-10976,4,16,N
VM-10977,2,8,N
VM-10978,16,32,N
VM-10979,4,16,N
VM-10980,2,4,N
VM-10981,4,32,N
VM-10982,8,32,N
VM-10983,2,4,N
VM-10984,2,8,N
VM-10985,2,8,N
VM-10986,2,8,N
VM-10987,4,12,N
VM-10988,2,8,N
VM-10989,2,8,N
VM-10990,2,8,N
VM-10991,4,16,N
VM-10992,2,8,N
VM-10993,2,8,N
VM-10994,2,8,N
VM-10995,4,16,N
VM-10996,2,8,N
VM-10997,2,8,N
VM-10998,2,8,N
VM-10999,2,8,N
VM-11000,2,8,N
VM-11001,2,8,N
VM-11002,2,8,N
VM-11003,2,8,N
VM-11004,2,16,N
VM-11005,2,16,N
VM-11006,2,8,N
VM-11007,4,16,N
VM-11008,4,16,N
VM-11009,2,8,N
VM-11010,2,8,N
VM-11011,4,16,N
VM-11012,2,8,N
VM-11013,4,16,N
VM-11014,2,8,N
VM-11015,2,8,N
VM-11016,4,16,N
VM-11017,2,8,N
VM-11018,4,16,N
VM-11019,2,8,N
VM-11020,2,8,N
VM-11021,2,8,N
VM-11022,2,8,N
VM-11023,2,8,N
VM-11024,2,8,N
VM-11025,2,8,N
VM-11026,2,8,N
VM-11027,2,8,N
VM-11028,2,8,N
VM-11029,2,8,N
VM-11030,4,16,N
VM-11031,2,8,N
VM-11032,2,8,N
VM-11033,2,8,N
VM-11034,2,8,N
VM-11035,2,16,N
VM-11036,4,16,N
VM-11037,2,8,N
VM-11038,2,8,N
VM-11039,2,8,N
VM-11040,4,16,N
VM-11041,2,8,N
VM-11042,2,8,N
VM-11043,4,16,N
VM-11044,2,8,N
VM-11045,4,16,N
VM-11046,2,8,N
VM-11047,2,8,N
VM-11048,2,8,N
VM-11049,2,8,N
VM-11050,2,8,N
VM-11051,1,1,N
VM-11052,2,8,N
VM-11053,1,1,N
VM-11054,2,8,N
VM-11055,6,64,N
VM-11056,6,8,N
VM-11057,4,16,N
VM-11058,4,8,N
VM-11059,2,8,N
VM-11060,2,4,N
VM-11061,2,8,N
VM-11062,2,8,N
VM-11063,7,8,N
VM-11064,2,8,N
VM-11065,4,16,N
VM-11066,2,8,N
VM-11067,2,8,N
VM-11068,4,8,N
VM-11069,2,16,N
VM-11070,2,8,N
VM-11071,2,8,N
VM-11072,2,8,N
VM-11073,2,8,N
VM-11074,8,64,N
VM-11075,8,32,N
VM-11076,4,24,N
VM-11077,2,8,N
VM-11078,4,8,N
VM-11079,2,8,N
VM-11080,4,16,N
VM-11081,2,8,N
VM-11082,4,16,N
VM-11083,2,8,N
VM-11084,2,2,N
VM-11085,2,8,N
VM-11086,6,8,N
VM-11087,2,8,N
VM-11088,2,4,N
VM-11089,4,32,N
VM-11090,2,8,N
VM-11091,4,32,N
VM-11092,2,8,N
VM-11093,2,4,N
VM-11094,4,16,N
VM-11095,2,4,N
VM-11096,2,8,N
VM-11097,4,16,N
VM-11098,2,2,N
VM-11099,2,8,N
VM-11100,2,8,N
VM-11101,8,8,N
VM-11102,2,8,N
VM-11103,4,8,N
VM-11104,2,8,N
VM-11105,4,16,N
VM-11106,2,4,N
VM-11107,2,8,N
VM-11108,4,12,N
VM-11109,2,8,N
VM-11110,2,64,N
VM-11111,2,8,N
VM-11112,4,32,N
VM-11113,8,64,N
VM-11114,2,4,N
VM-11115,2,8,N
VM-11116,2,8,N
VM-11117,2,8,N
VM-11118,2,8,N
VM-11119,4,18,N
VM-11120,2,8,N
VM-11121,2,4,N
VM-11122,2,8,N
VM-11123,8,32,N
VM-11124,1,2,N
VM-11125,2,8,N
VM-11126,1,4,N
VM-11127,2,16,N
VM-11128,4,24,N
VM-11129,2,8,N
VM-11130,4,8,N
VM-11131,4,16,N
VM-11132,2,24,N
VM-11133,2,8,N
VM-11134,2,24,N
VM-11135,2,8,N
VM-11136,8,16,N
VM-11137,2,8,N
VM-11138,2,8,N
VM-11139,2,8,N
VM-11140,1,4,N
VM-11141,8,32,N
VM-11142,1,2,N
VM-11143,4,16,N
VM-11144,4,16,N
VM-11145,2,8,N
VM-11146,4,16,N
VM-11147,2,8,N
VM-11148,2,4,N
VM-11149,2,8,N
VM-11150,2,4,N
VM-11151,2,8,N
VM-11152,4,16,N
VM-11153,2,4,N
VM-11154,8,64,N
VM-11155,2,8,N
VM-11156,4,32,N
VM-11157,2,8,N
VM-11158,2,8,N
VM-11159,4,32,N
VM-11160,2,8,N
VM-11161,2,6,N
VM-11162,4,16,N
VM-11163,2,8,N
VM-11164,12,24,N
VM-11165,2,8,N
VM-11166,4,16,N
VM-11167,4,16,N
VM-11168,2,8,N
VM-11169,2,8,N
VM-11170,4,8,N
VM-11171,6,8,N
VM-11172,8,64,N
VM-11173,2,8,N
VM-11174,6,64,N
VM-11175,2,8,N
VM-11176,8,32,N
VM-11177,6,8,N
VM-11178,4,32,N
VM-11179,2,8,N
VM-11180,4,64,N
VM-11181,8,8,N
VM-11182,2,8,N
VM-11183,8,64,N
VM-11184,2,8,N
VM-11185,2,32,N
VM-11186,4,8,N
VM-11187,2,4,N
VM-11188,2,2,N
VM-11189,2,8,N
VM-11190,1,2,N
VM-11191,2,8,N
VM-11192,4,32,N
VM-11193,2,8,N
VM-11194,2,8,N
VM-11195,8,8,N
VM-11196,4,8,N
VM-11197,2,8,N
VM-11198,2,8,N
VM-11199,2,8,N
VM-11200,1,4,N
VM-11201,2,16,N
VM-11202,2,8,N
VM-11203,4,8,N
VM-11204,2,8,N
VM-11205,8,32,N
VM-11206,2,8,N
VM-11207,8,32,N
VM-11208,2,8,N
VM-11209,2,8,N
VM-11210,2,8,N
VM-11211,1,4,N
VM-11212,4,64,N
VM-11213,2,8,N
VM-11214,2,6,N
VM-11215,4,8,N
VM-11216,2,8,N
VM-11217,2,8,N
VM-11218,2,8,N
VM-11219,2,6,N
VM-11220,4,12,N
VM-11221,2,8,N
VM-11222,4,16,N
VM-11223,4,16,N
VM-11224,1,4,N
VM-11225,2,8,N
VM-11226,8,24,N
VM-11227,2,8,N
VM-11228,8,64,N
VM-11229,2,4,N
VM-11230,2,8,N
VM-11231,2,8,N
VM-11232,2,8,N
VM-11233,2,6,N
VM-11234,2,8,N
VM-11235,2,4,N
VM-11236,2,8,N
VM-11237,8,64,N
VM-11238,1,4,N
VM-11239,2,8,N
VM-11240,2,8,N
VM-11241,4,24,N
VM-11242,4,8,N
VM-11243,4,12,N
VM-11244,4,8,N
VM-11245,4,8,N
VM-11246,2,8,N
VM-11247,4,16,N
VM-11248,2,8,N
VM-11249,2,4,N
VM-11250,2,8,N
VM-11251,2,8,N
VM-11252,4,16,N
VM-11253,4,16,N
VM-11254,2,8,N
VM-11255,2,8,N
VM-11256,4,16,N
VM-11257,2,8,N
VM-11258,2,8,N
VM-11259,2,8,N
VM-11260,2,8,N
VM-11261,2,16,N
VM-11262,2,8,N
VM-11263,2,8,N
VM-11264,2,8,N
VM-11265,2,8,N
VM-11266,2,8,N
VM-11267,2,8,N
VM-11268,2,8,N
VM-11269,2,8,N
VM-11270,2,8,N
VM-11271,2,8,N
VM-11272,4,8,N
VM-11273,2,8,N
VM-11274,2,8,N
VM-11275,2,8,N
VM-11276,2,8,N
VM-11277,4,8,N
VM-11278,2,8,N
VM-11279,2,8,N
VM-11280,2,8,N
VM-11281,2,8,N
VM-11282,2,16,N
VM-11283,2,8,N
VM-11284,2,8,N
VM-11285,2,8,N
VM-11286,2,8,N
VM-11287,4,16,N
VM-11288,4,16,N
VM-11289,2,8,N
VM-11290,2,8,N
VM-11291,2,8,N
VM-11292,2,8,N
VM-11293,2,8,N
VM-11294,4,16,N
VM-11295,2,8,N
VM-11296,2,8,N
VM-11297,2,8,N
VM-11298,2,8,N
VM-11299,2,8,N
VM-11300,2,8,N
VM-11301,2,2,N
VM-11302,4,12,N
VM-11303,2,4,N
VM-11304,2,4,N
VM-11305,4,8,N
VM-11306,2,4,N
VM-11307,4,8,N
VM-11308,2,2,N
VM-11309,4,8,N
VM-11310,8,8,N
VM-11311,4,12,N
VM-11312,4,12,N
VM-11313,4,8,N
VM-11314,4,8,N
VM-11315,4,8,N
VM-11316,2,6,N
VM-11317,8,24,N
VM-11318,8,24,N
VM-11319,4,8,N
VM-11320,4,8,N
VM-11321,4,8,N
VM-11322,4,8,N
VM-11323,1,1,N
VM-11324,1,1,N
VM-11325,1,1,N
VM-11326,1,4,N
VM-11327,2,4,N
VM-11328,1,4,N
VM-11329,4,24,N
VM-11330,4,8,N
VM-11331,2,4,N
VM-11332,4,16,N
VM-11333,4,32,N
VM-11334,2,4,N
VM-11335,8,32,N
VM-11336,4,8,N
VM-11337,2,4,N
VM-11338,8,128,N
VM-11339,2,4,N
VM-11340,4,16,N
VM-11341,8,64,N
VM-11342,2,8,N
VM-11343,2,4,N
VM-11344,2,4,N
VM-11345,2,4,N
VM-11346,2,8,N
VM-11347,2,32,N
VM-11348,2,4,N
VM-11349,4,32,N
VM-11350,16,32,N
VM-11351,4,32,N
VM-11352,2,4,N
VM-11353,2,16,N
VM-11354,4,8,N
VM-11355,4,32,N
VM-11356,8,32,N
VM-11357,4,32,N
VM-11358,4,8,N
VM-11359,2,16,N
VM-11360,8,128,N
VM-11361,8,64,N
VM-11362,2,32,N
VM-11363,8,32,N
VM-11364,2,16,N
VM-11365,8,64,N
VM-11366,4,32,N
VM-11367,2,4,N
VM-11368,4,32,N
VM-11369,4,32,N
VM-11370,4,16,N
VM-11371,4,16,N
VM-11372,4,32,N
VM-11373,2,32,N
VM-11374,4,16,N
VM-11375,4,16,N
VM-11376,8,64,N
VM-11377,1,4,N
VM-11378,4,18,N
VM-11379,4,32,N
VM-11380,4,16,N
VM-11381,6,8,N
VM-11382,2,8,N
VM-11383,8,32,N
VM-11384,3,4,N
VM-11385,2,14,N
VM-11386,4,16,N
VM-11387,6,8,N
VM-11388,2,4,N
VM-11389,2,8,N
VM-11390,4,12,N
VM-11391,4,16,N
VM-11392,4,16,N
VM-11393,4,16,N
VM-11394,2,4,N
VM-11395,4,64,N
VM-11396,4,32,N
VM-11397,4,16,N
VM-11398,2,8,N
VM-11399,2,4,N
VM-11400,8,20,N
VM-11401,2,24,N
VM-11402,1,4,N
VM-11403,4,24,N
VM-11404,2,8,N
VM-11405,4,32,N
VM-11406,8,32,N
VM-11407,1,4,N
VM-11408,4,32,N
VM-11409,2,8,N
VM-11410,12,24,N
VM-11411,2,16,N
VM-11412,1,4,N
VM-11413,2,6,N
VM-11414,4,16,N
VM-11415,2,8,N
VM-11416,2,8,N
VM-11417,2,6,N
VM-11418,1,8,N
VM-11419,2,24,N
VM-11420,2,8,N
VM-11421,2,8,N
VM-11422,4,16,N
VM-11423,4,10,N
VM-11424,4,16,N
VM-11425,2,8,N
VM-11426,4,32,N
VM-11427,2,8,N
VM-11428,4,32,N
VM-11429,2,4,N
VM-11430,4,16,N
VM-11431,2,8,N
VM-11432,4,16,N
VM-11433,6,8,N
VM-11434,4,24,N
VM-11435,1,2,N
VM-11436,4,8,N
VM-11437,1,4,N
VM-11438,2,6,N
VM-11439,6,8,N
VM-11440,2,24,N
VM-11441,4,32,N
VM-11442,2,8,N
VM-11443,2,8,N
VM-11444,2,8,N
VM-11445,4,16,N
VM-11446,2,8,N
VM-11447,2,8,N
VM-11448,2,8,N
VM-11449,2,8,N
VM-11450,2,8,N
VM-11451,2,16,N
VM-11452,2,8,N
VM-11453,2,8,N
VM-11454,2,8,N
VM-11455,2,8,N
VM-11456,2,8,N
VM-11457,2,8,N
VM-11458,2,8,N
VM-11459,2,8,N
VM-11460,2,8,N
VM-11461,2,8,N
VM-11462,2,8,N
VM-11463,2,8,N
VM-11464,2,8,N
VM-11465,2,8,N
VM-11466,2,8,N
VM-11467,4,16,N
VM-11468,2,8,N
VM-11469,2,8,N
VM-11470,2,8,N
VM-11471,2,8,N
VM-11472,2,8,N
VM-11473,4,16,N
VM-11474,2,8,N
VM-11475,2,8,N
VM-11476,2,8,N
VM-11477,2,8,N
VM-11478,2,8,N
VM-11479,2,8,N
VM-11480,2,8,N
VM-11481,2,16,N
VM-11482,2,8,N
VM-11483,2,8,N
VM-11484,2,8,N
VM-11485,2,8,N
VM-11486,2,8,N
VM-11487,2,8,N
VM-11488,2,16,N
VM-11489,4,16,N
VM-11490,2,8,N
VM-11491,2,16,N
VM-11492,2,12,N
VM-11493,2,8,N
VM-11494,2,8,N
VM-11495,2,8,N
VM-11496,4,16,N
VM-11497,2,8,N
VM-11498,2,8,N
VM-11499,2,8,N
VM-11500,2,8,N
VM-11501,4,16,N
VM-11502,4,16,N
VM-11503,2,8,N
VM-11504,2,8,N
VM-11505,4,16,N
VM-11506,4,16,N
VM-11507,2,8,N
VM-11508,2,8,N
VM-11509,2,8,N
VM-11510,2,8,N
VM-11511,2,12,N
VM-11512,4,16,N
VM-11513,2,8,N
VM-11514,4,16,N
VM-11515,2,8,N
VM-11516,2,8,N
VM-11517,4,16,N
VM-11518,2,8,N
VM-11519,2,8,N
VM-11520,4,16,N
VM-11521,2,8,N
VM-11522,4,16,N
VM-11523,2,8,N
VM-11524,4,16,N
VM-11525,2,8,N
VM-11526,2,8,N
VM-11527,2,8,N
VM-11528,2,8,N
VM-11529,2,8,N
VM-11530,2,8,N
VM-11531,2,8,N
VM-11532,2,8,N
VM-11533,2,8,N
VM-11534,2,8,N
VM-11535,2,8,N
VM-11536,2,8,N
VM-11537,2,8,N
VM-11538,2,8,N
VM-11539,4,16,N
VM-11540,2,8,N
VM-11541,2,8,N
VM-11542,2,8,N
VM-11543,2,8,N
VM-11544,2,8,N
VM-11545,2,8,N
VM-11546,2,8,N
VM-11547,2,8,N
VM-11548,2,16,N
VM-11549,2,8,N
VM-11550,2,8,N
VM-11551,2,8,N
VM-11552,2,8,N
VM-11553,2,8,N
VM-11554,2,8,N
VM-11555,2,8,N
VM-11556,2,8,N
VM-11557,2,8,N
VM-11558,2,8,N
VM-11559,2,8,N
VM-11560,2,8,N
VM-11561,2,8,N
VM-11562,2,8,N
VM-11563,2,8,N
VM-11564,2,8,N
VM-11565,2,8,N
VM-11566,2,8,N
VM-11567,4,16,N
VM-11568,2,8,N
VM-11569,2,8,N
VM-11570,2,8,N
VM-11571,2,8,N
VM-11572,2,8,N
VM-11573,2,8,N
VM-11574,4,16,N
VM-11575,2,8,N
VM-11576,2,8,N
VM-11577,2,8,N
VM-11578,2,8,N
VM-11579,2,8,N
VM-11580,2,8,N
VM-11581,2,8,N
VM-11582,2,8,N
VM-11583,2,8,N
VM-11584,2,8,N
VM-11585,2,8,N
VM-11586,2,8,N
VM-11587,4,16,N
VM-11588,2,8,N
VM-11589,2,8,N
VM-11590,2,8,N
VM-11591,2,16,N
VM-11592,2,8,N
VM-11593,2,8,N
VM-11594,2,8,N
VM-11595,4,16,N
VM-11596,4,16,N
VM-11597,2,8,N
VM-11598,2,8,N
VM-11599,2,8,N
VM-11600,2,8,N
VM-11601,2,8,N
VM-11602,2,8,N
VM-11603,2,8,N
VM-11604,4,16,N
VM-11605,2,16,N
VM-11606,2,8,N
VM-11607,2,8,N
VM-11608,2,8,N
VM-11609,2,8,N
VM-11610,2,8,N
VM-11611,2,8,N
VM-11612,2,8,N
VM-11613,2,8,N
VM-11614,2,8,N
VM-11615,4,16,N
VM-11616,2,8,N
VM-11617,2,8,N
VM-11618,2,8,N
VM-11619,2,8,N
VM-11620,4,12,N
VM-11621,2,8,N
VM-11622,2,8,N
VM-11623,2,8,N
VM-11624,2,8,N
VM-11625,2,8,N
VM-11626,2,8,N
VM-11627,2,8,N
VM-11628,2,8,N
VM-11629,2,8,N
VM-11630,2,8,N
VM-11631,2,8,N
VM-11632,2,8,N
VM-11633,2,8,N
VM-11634,4,16,N
VM-11635,2,8,N
VM-11636,2,8,N
VM-11637,2,8,N
VM-11638,2,8,N
VM-11639,2,8,N
VM-11640,2,8,N
VM-11641,2,8,N
VM-11642,2,8,N
VM-11643,4,16,N
VM-11644,2,8,N
VM-11645,2,8,N
VM-11646,4,16,N
VM-11647,2,8,N
VM-11648,2,8,N
VM-11649,4,16,N
VM-11650,2,8,N
VM-11651,2,8,N
VM-11652,4,16,N
VM-11653,2,8,N
VM-11654,2,8,N
VM-11655,2,8,N
VM-11656,2,8,N
VM-11657,4,16,N
VM-11658,2,8,N
VM-11659,2,8,N
VM-11660,2,8,N
VM-11661,4,12,N
VM-11662,2,8,N
VM-11663,2,8,N
VM-11664,2,8,N
VM-11665,2,8,N
VM-11666,2,16,N
VM-11667,2,8,N
VM-11668,2,8,N
VM-11669,2,8,N
VM-11670,2,8,N
VM-11671,2,8,N
VM-11672,2,8,N
VM-11673,2,8,N
VM-11674,2,8,N
VM-11675,2,8,N
VM-11676,4,16,N
VM-11677,2,8,N
VM-11678,2,8,N
VM-11679,2,8,N
VM-11680,4,16,N
VM-11681,2,8,N
VM-11682,4,16,N
VM-11683,2,8,N
VM-11684,2,8,N
VM-11685,4,16,N
VM-11686,2,8,N
VM-11687,4,16,N
VM-11688,2,8,N
VM-11689,2,8,N
VM-11690,2,8,N
VM-11691,2,8,N
VM-11692,2,8,N
VM-11693,2,8,N
VM-11694,2,8,N
VM-11695,2,8,N
VM-11696,2,8,N
VM-11697,2,8,N
VM-11698,2,8,N
VM-11699,2,8,N
VM-11700,2,8,N
VM-11701,2,8,N
VM-11702,2,8,N
VM-11703,2,8,N
VM-11704,2,8,N
VM-11705,2,16,N
VM-11706,2,8,N
VM-11707,2,8,N
VM-11708,2,8,N
VM-11709,2,8,N
VM-11710,2,8,N
VM-11711,2,8,N
VM-11712,2,8,N
VM-11713,2,8,N
VM-11714,4,16,N
VM-11715,2,8,N
VM-11716,2,8,N
VM-11717,2,8,N
VM-11718,2,8,N
VM-11719,2,8,N
VM-11720,4,16,N
VM-11721,2,8,N
VM-11722,2,8,N
VM-11723,4,16,N
VM-11724,2,8,N
VM-11725,2,8,N
VM-11726,2,8,N
VM-11727,2,8,N
VM-11728,2,8,N
VM-11729,2,8,N
VM-11730,2,8,N
VM-11731,2,8,N
VM-11732,2,8,N
VM-11733,4,16,N
VM-11734,2,8,N
VM-11735,4,16,N
VM-11736,2,8,N
VM-11737,2,8,N
VM-11738,2,8,N
VM-11739,2,8,N
VM-11740,2,8,N
VM-11741,2,8,N
VM-11742,2,8,N
VM-11743,2,8,N
VM-11744,2,8,N
VM-11745,2,8,N
VM-11746,2,8,N
VM-11747,2,8,N
VM-11748,2,8,N
VM-11749,2,8,N
VM-11750,2,8,N
VM-11751,2,8,N
VM-11752,2,8,N
VM-11753,2,8,N
VM-11754,4,16,N
VM-11755,2,8,N
VM-11756,4,16,N
VM-11757,4,16,N
VM-11758,2,8,N
VM-11759,2,8,N
VM-11760,2,8,N
VM-11761,4,16,N
VM-11762,2,8,N
VM-11763,2,8,N
VM-11764,2,8,N
VM-11765,2,8,N
VM-11766,2,16,N
VM-11767,4,16,N
VM-11768,2,8,N
VM-11769,2,8,N
VM-11770,2,8,N
VM-11771,2,8,N
VM-11772,2,8,N
VM-11773,4,16,N
VM-11774,2,8,N
VM-11775,2,8,N
VM-11776,2,8,N
VM-11777,2,8,N
VM-11778,2,8,N
VM-11779,2,8,N
VM-11780,2,8,N
VM-11781,2,8,N
VM-11782,2,8,N
VM-11783,2,8,N
VM-11784,2,8,N
VM-11785,2,8,N
VM-11786,2,8,N
VM-11787,2,8,N
VM-11788,2,8,N
VM-11789,2,8,N
VM-11790,4,16,N
VM-11791,2,8,N
VM-11792,2,12,N
VM-11793,2,8,N
VM-11794,2,8,N
VM-11795,4,16,N
VM-11796,2,8,N
VM-11797,2,8,N
VM-11798,2,8,N
VM-11799,4,16,N
VM-11800,2,8,N
VM-11801,2,8,N
VM-11802,2,8,N
VM-11803,2,8,N
VM-11804,2,8,N
VM-11805,2,8,N
VM-11806,2,8,N
VM-11807,2,8,N
VM-11808,2,8,N
VM-11809,2,8,N
VM-11810,2,8,N
VM-11811,2,8,N
VM-11812,2,16,N
VM-11813,2,8,N
VM-11814,2,8,N
VM-11815,2,16,N
VM-11816,2,8,N
VM-11817,2,8,N
VM-11818,4,16,N
VM-11819,2,8,N
VM-11820,2,8,N
VM-11821,2,8,N
VM-11822,2,8,N
VM-11823,2,8,N
VM-11824,2,8,N
VM-11825,2,8,N
VM-11826,2,8,N
VM-11827,2,8,N
VM-11828,4,16,N
VM-11829,2,8,N
VM-11830,2,8,N
VM-11831,2,8,N
VM-11832,2,8,N
VM-11833,2,8,N
VM-11834,4,16,N
VM-11835,2,8,N
VM-11836,2,8,N
VM-11837,2,8,N
VM-11838,2,8,N
VM-11839,2,8,N
VM-11840,2,8,N
VM-11841,2,8,N
VM-11842,2,8,N
VM-11843,2,8,N
VM-11844,2,8,N
VM-11845,2,8,N
VM-11846,2,8,N
VM-11847,2,8,N
VM-11848,2,8,N
VM-11849,4,16,N
VM-11850,2,8,N
VM-11851,2,8,N
VM-11852,2,8,N
VM-11853,2,8,N
VM-11854,2,8,N
VM-11855,2,8,N
VM-11856,2,8,N
VM-11857,2,8,N
VM-11858,2,8,N
VM-11859,2,8,N
VM-11860,2,8,N
VM-11861,2,8,N
VM-11862,4,16,N
VM-11863,2,8,N
VM-11864,2,8,N
VM-11865,4,16,N
VM-11866,2,8,N
VM-11867,2,8,N
VM-11868,2,8,N
VM-11869,2,8,N
VM-11870,2,8,N
VM-11871,2,8,N
VM-11872,2,8,N
VM-11873,2,8,N
VM-11874,2,8,N
VM-11875,2,8,N
VM-11876,2,8,N
VM-11877,2,8,N
VM-11878,2,8,N
VM-11879,2,8,N
VM-11880,2,8,N
VM-11881,2,8,N
VM-11882,2,8,N
VM-11883,2,8,N
VM-11884,2,8,N
VM-11885,2,8,N
VM-11886,2,8,N
VM-11887,2,8,N
VM-11888,2,8,N
VM-11889,2,8,N
VM-11890,2,8,N
VM-11891,2,8,N
VM-11892,2,8,N
VM-11893,2,8,N
VM-11894,2,8,N
VM-11895,2,8,N
VM-11896,2,8,N
VM-11897,2,8,N
VM-11898,2,8,N
VM-11899,2,8,N
VM-11900,4,16,N
VM-11901,2,8,N
VM-11902,2,8,N
VM-11903,2,8,N
VM-11904,4,32,N
VM-11905,2,8,N
VM-11906,2,8,N
VM-11907,2,8,N
VM-11908,2,8,N
VM-11909,4,16,N
VM-11910,2,8,N
VM-11911,2,8,N
VM-11912,2,8,N
VM-11913,2,16,N
VM-11914,2,8,N
VM-11915,2,8,N
VM-11916,2,8,N
VM-11917,2,8,N
VM-11918,2,8,N
VM-11919,2,8,N
VM-11920,2,8,N
VM-11921,4,16,N
VM-11922,4,16,N
VM-11923,4,32,N
VM-11924,4,16,N
VM-11925,2,8,N
VM-11926,4,16,N
VM-11927,2,8,N
VM-11928,2,8,N
VM-11929,2,8,N
VM-11930,2,8,N
VM-11931,2,8,N
VM-11932,2,8,N
VM-11933,2,8,N
VM-11934,2,8,N
VM-11935,2,8,N
VM-11936,2,8,N
VM-11937,2,8,N
VM-11938,2,8,N
VM-11939,2,8,N
VM-11940,2,8,N
VM-11941,2,8,N
VM-11942,2,8,N
VM-11943,2,8,N
VM-11944,2,8,N
VM-11945,2,8,N
VM-11946,2,8,N
VM-11947,2,8,N
VM-11948,2,8,N
VM-11949,2,8,N
VM-11950,2,8,N
VM-11951,2,8,N
VM-11952,2,8,N
VM-11953,2,8,N
VM-11954,2,8,N
VM-11955,2,8,N
VM-11956,2,8,N
VM-11957,2,8,N
VM-11958,4,16,N
VM-11959,2,8,N
VM-11960,2,8,N
VM-11961,2,8,N
VM-11962,2,8,N
VM-11963,2,8,N
VM-11964,2,8,N
VM-11965,2,8,N
VM-11966,2,8,N
VM-11967,2,8,N
VM-11968,2,8,N
VM-11969,2,8,N
VM-11970,2,8,N
VM-11971,4,16,N
VM-11972,2,8,N
VM-11973,2,8,N
VM-11974,2,8,N
VM-11975,2,8,N
VM-11976,4,12,N
VM-11977,2,8,N
VM-11978,4,16,N
VM-11979,2,8,N
VM-11980,4,16,N
VM-11981,2,8,N
VM-11982,2,8,N
VM-11983,2,8,N
VM-11984,2,8,N
VM-11985,2,8,N
VM-11986,2,8,N
VM-11987,2,8,N
VM-11988,2,8,N
VM-11989,2,8,N
VM-11990,2,8,N
VM-11991,2,8,N
VM-11992,2,8,N
VM-11993,2,8,N
VM-11994,2,8,N
VM-11995,2,8,N
VM-11996,2,8,N
VM-11997,2,8,N
VM-11998,2,8,N
VM-11999,2,8,N
VM-12000,2,8,N
VM-12001,2,8,N
VM-12002,2,8,N
VM-12003,2,8,N
VM-12004,2,8,N
VM-12005,2,8,N
VM-12006,2,8,N
VM-12007,2,8,N
VM-12008,2,8,N
VM-12009,2,8,N
VM-12010,2,8,N
VM-12011,2,8,N
VM-12012,2,8,N
VM-12013,2,8,N
VM-12014,2,8,N
VM-12015,2,8,N
VM-12016,4,16,N
VM-12017,4,16,N
VM-12018,2,8,N
VM-12019,2,8,N
VM-12020,4,16,N
VM-12021,2,8,N
VM-12022,2,8,N
VM-12023,2,8,N
